periode_data,tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori,categori_encoded
201812,2018-12-22,DKI4 (Lubang Buaya),46.0,31.0,10.0,47.0,8.0,47.0,O3,BAIK,0
201812,2018-12-23,DKI4 (Lubang Buaya),39.0,26.0,12.0,42.0,7.0,42.0,O3,BAIK,0
201812,2018-12-24,DKI4 (Lubang Buaya),34.0,24.0,8.0,26.0,5.0,34.0,PM10,BAIK,0
201812,2018-12-25,DKI4 (Lubang Buaya),29.0,24.0,5.0,23.0,3.0,29.0,PM10,BAIK,0
201812,2018-12-26,DKI4 (Lubang Buaya),31.0,25.0,5.0,22.0,3.0,31.0,PM10,BAIK,0
201812,2018-12-27,DKI4 (Lubang Buaya),28.0,25.0,7.0,30.0,6.0,30.0,O3,BAIK,0
201812,2018-12-28,DKI4 (Lubang Buaya),25.0,24.0,4.0,23.0,3.0,25.0,PM10,BAIK,0
201812,2018-12-29,DKI4 (Lubang Buaya),30.0,24.0,4.0,21.0,2.0,30.0,PM10,BAIK,0
201812,2018-12-30,DKI4 (Lubang Buaya),48.0,8.0,3.0,21.0,3.0,48.0,PM10,BAIK,0
201812,2018-12-31,DKI4 (Lubang Buaya),33.0,8.0,6.0,20.0,4.0,33.0,PM10,BAIK,0
201812,2018-12-01,DKI5 (Kebon Jeruk) Jakarta Barat,45.0,15.0,12.0,62.0,13.0,62.0,O3,SEDANG,2
201812,2018-12-02,DKI5 (Kebon Jeruk) Jakarta Barat,49.0,16.0,18.0,79.0,20.0,79.0,O3,SEDANG,2
201812,2018-12-03,DKI5 (Kebon Jeruk) Jakarta Barat,53.0,15.0,17.0,77.0,16.0,77.0,O3,SEDANG,2
201812,2018-12-04,DKI5 (Kebon Jeruk) Jakarta Barat,51.0,14.0,30.0,56.0,20.0,56.0,O3,SEDANG,2
201812,2018-12-05,DKI5 (Kebon Jeruk) Jakarta Barat,55.0,15.0,26.0,81.0,22.0,81.0,O3,SEDANG,2
201812,2018-12-06,DKI5 (Kebon Jeruk) Jakarta Barat,51.0,14.0,26.0,75.0,17.0,75.0,O3,SEDANG,2
201812,2018-12-07,DKI5 (Kebon Jeruk) Jakarta Barat,50.0,17.0,25.0,87.0,13.0,87.0,O3,SEDANG,2
201812,2018-12-08,DKI5 (Kebon Jeruk) Jakarta Barat,60.0,15.0,20.0,78.0,15.0,78.0,O3,SEDANG,2
201812,2018-12-09,DKI5 (Kebon Jeruk) Jakarta Barat,54.0,16.0,13.0,74.0,13.0,74.0,O3,SEDANG,2
201812,2018-12-10,DKI5 (Kebon Jeruk) Jakarta Barat,60.0,13.0,28.0,78.0,16.0,78.0,O3,SEDANG,2
201812,2018-12-11,DKI5 (Kebon Jeruk) Jakarta Barat,72.0,14.0,39.0,91.0,23.0,91.0,O3,SEDANG,2
201812,2018-12-12,DKI5 (Kebon Jeruk) Jakarta Barat,51.0,13.0,31.0,68.0,22.0,68.0,O3,SEDANG,2
201812,2018-12-13,DKI5 (Kebon Jeruk) Jakarta Barat,39.0,14.0,15.0,63.0,15.0,63.0,O3,SEDANG,2
201812,2018-12-14,DKI5 (Kebon Jeruk) Jakarta Barat,34.0,17.0,11.0,48.0,18.0,48.0,O3,BAIK,0
201812,2018-12-15,DKI5 (Kebon Jeruk) Jakarta Barat,16.0,14.0,6.0,30.0,6.0,30.0,O3,BAIK,0
201812,2018-12-16,DKI5 (Kebon Jeruk) Jakarta Barat,35.0,13.0,10.0,29.0,6.0,35.0,PM10,BAIK,0
201812,2018-12-17,DKI5 (Kebon Jeruk) Jakarta Barat,35.0,14.0,11.0,65.0,8.0,65.0,O3,SEDANG,2
201812,2018-12-18,DKI5 (Kebon Jeruk) Jakarta Barat,38.0,16.0,9.0,64.0,8.0,64.0,O3,SEDANG,2
201812,2018-12-19,DKI5 (Kebon Jeruk) Jakarta Barat,52.0,17.0,24.0,71.0,19.0,71.0,O3,SEDANG,2
201812,2018-12-20,DKI5 (Kebon Jeruk) Jakarta Barat,35.0,15.0,13.0,44.0,18.0,44.0,O3,BAIK,0
201810,2018-10-28,DKI4 (Lubang Buaya),39.0,23.0,12.0,58.0,6.0,58.0,O3,SEDANG,2
201810,2018-10-29,DKI4 (Lubang Buaya),49.0,22.0,11.0,58.0,7.0,58.0,O3,SEDANG,2
201810,2018-10-30,DKI4 (Lubang Buaya),61.0,26.0,15.0,57.0,7.0,61.0,PM10,SEDANG,2
201810,2018-10-31,DKI4 (Lubang Buaya),47.0,23.0,14.0,59.0,6.0,59.0,O3,SEDANG,2
201810,2018-10-01,DKI5 (Kebon Jeruk) Jakarta Barat,55.0,26.0,17.0,124.0,4.0,124.0,O3,TIDAK SEHAT,3
201810,2018-10-02,DKI5 (Kebon Jeruk) Jakarta Barat,58.0,41.0,17.0,88.0,6.0,88.0,O3,SEDANG,2
201810,2018-10-03,DKI5 (Kebon Jeruk) Jakarta Barat,53.0,30.0,14.0,144.0,6.0,144.0,O3,TIDAK SEHAT,3
201810,2018-10-04,DKI5 (Kebon Jeruk) Jakarta Barat,63.0,26.0,21.0,109.0,6.0,109.0,O3,TIDAK SEHAT,3
201810,2018-10-05,DKI5 (Kebon Jeruk) Jakarta Barat,51.0,29.0,11.0,146.0,5.0,146.0,O3,TIDAK SEHAT,3
201810,2018-10-06,DKI5 (Kebon Jeruk) Jakarta Barat,56.0,29.0,15.0,123.0,4.0,123.0,O3,TIDAK SEHAT,3
201810,2018-10-07,DKI5 (Kebon Jeruk) Jakarta Barat,58.0,29.0,16.0,128.0,4.0,128.0,O3,TIDAK SEHAT,3
201810,2018-10-08,DKI5 (Kebon Jeruk) Jakarta Barat,60.0,28.0,17.0,185.0,7.0,185.0,O3,TIDAK SEHAT,3
201810,2018-10-09,DKI5 (Kebon Jeruk) Jakarta Barat,60.0,28.0,19.0,173.0,5.0,173.0,O3,TIDAK SEHAT,3
201810,2018-10-10,DKI5 (Kebon Jeruk) Jakarta Barat,61.0,29.0,17.0,190.0,7.0,190.0,O3,TIDAK SEHAT,3
201810,2018-10-11,DKI5 (Kebon Jeruk) Jakarta Barat,58.0,31.0,15.0,149.0,8.0,149.0,O3,TIDAK SEHAT,3
201810,2018-10-12,DKI5 (Kebon Jeruk) Jakarta Barat,60.0,35.0,16.0,118.0,10.0,118.0,O3,TIDAK SEHAT,3
201810,2018-10-13,DKI5 (Kebon Jeruk) Jakarta Barat,56.0,32.0,14.0,148.0,7.0,148.0,O3,TIDAK SEHAT,3
201810,2018-10-14,DKI5 (Kebon Jeruk) Jakarta Barat,59.0,29.0,16.0,138.0,9.0,138.0,O3,TIDAK SEHAT,3
201810,2018-10-15,DKI5 (Kebon Jeruk) Jakarta Barat,58.0,28.0,16.0,119.0,8.0,119.0,O3,TIDAK SEHAT,3
201810,2018-10-16,DKI5 (Kebon Jeruk) Jakarta Barat,58.0,29.0,16.0,210.0,7.0,210.0,O3,SANGAT TIDAK SEHAT,1
201810,2018-10-17,DKI5 (Kebon Jeruk) Jakarta Barat,58.0,34.0,15.0,217.0,7.0,217.0,O3,SANGAT TIDAK SEHAT,1
201810,2018-10-18,DKI5 (Kebon Jeruk) Jakarta Barat,56.0,34.0,13.0,207.0,5.0,207.0,O3,SANGAT TIDAK SEHAT,1
201810,2018-10-19,DKI5 (Kebon Jeruk) Jakarta Barat,61.0,27.0,23.0,146.0,12.0,146.0,O3,TIDAK SEHAT,3
201810,2018-10-20,DKI5 (Kebon Jeruk) Jakarta Barat,57.0,31.0,15.0,212.0,6.0,212.0,O3,SANGAT TIDAK SEHAT,1
201810,2018-10-21,DKI5 (Kebon Jeruk) Jakarta Barat,59.0,27.0,18.0,139.0,8.0,139.0,O3,TIDAK SEHAT,3
201810,2018-10-22,DKI5 (Kebon Jeruk) Jakarta Barat,54.0,28.0,15.0,150.0,7.0,150.0,O3,TIDAK SEHAT,3
201810,2018-10-23,DKI5 (Kebon Jeruk) Jakarta Barat,33.0,24.0,11.0,139.0,6.0,139.0,O3,TIDAK SEHAT,3
201810,2018-10-24,DKI5 (Kebon Jeruk) Jakarta Barat,55.0,35.0,30.0,114.0,12.0,114.0,O3,TIDAK SEHAT,3
201810,2018-10-25,DKI5 (Kebon Jeruk) Jakarta Barat,53.0,30.0,16.0,97.0,7.0,97.0,O3,SEDANG,2
201810,2018-10-26,DKI5 (Kebon Jeruk) Jakarta Barat,62.0,29.0,20.0,96.0,7.0,96.0,O3,SEDANG,2
201810,2018-10-27,DKI5 (Kebon Jeruk) Jakarta Barat,57.0,26.0,23.0,67.0,11.0,67.0,O3,SEDANG,2
201810,2018-10-28,DKI5 (Kebon Jeruk) Jakarta Barat,39.0,21.0,14.0,61.0,7.0,61.0,O3,SEDANG,2
201810,2018-10-29,DKI5 (Kebon Jeruk) Jakarta Barat,27.0,25.0,14.0,66.0,7.0,66.0,O3,SEDANG,2
201810,2018-10-30,DKI5 (Kebon Jeruk) Jakarta Barat,52.0,31.0,14.0,57.0,7.0,57.0,O3,SEDANG,2
201810,2018-10-31,DKI5 (Kebon Jeruk) Jakarta Barat,51.0,27.0,14.0,79.0,6.0,79.0,O3,SEDANG,2
201811,2018-11-01,DKI1 (Bunderan HI),65.0,11.0,26.0,19.0,5.0,65.0,PM10,SEDANG,2
201811,2018-11-02,DKI1 (Bunderan HI),45.0,10.0,21.0,32.0,3.0,45.0,PM10,BAIK,0
201811,2018-11-03,DKI1 (Bunderan HI),51.0,11.0,21.0,37.0,4.0,51.0,PM10,SEDANG,2
201811,2018-11-04,DKI1 (Bunderan HI),45.0,10.0,17.0,28.0,2.0,45.0,PM10,BAIK,0
201811,2018-11-05,DKI1 (Bunderan HI),48.0,10.0,20.0,22.0,3.0,48.0,PM10,BAIK,0
201811,2018-11-06,DKI1 (Bunderan HI),45.0,10.0,19.0,41.0,3.0,45.0,PM10,BAIK,0
201811,2018-11-07,DKI1 (Bunderan HI),53.0,10.0,23.0,28.0,3.0,53.0,PM10,SEDANG,2
201811,2018-11-08,DKI1 (Bunderan HI),49.0,10.0,23.0,37.0,3.0,49.0,PM10,BAIK,0
201811,2018-11-10,DKI1 (Bunderan HI),58.0,11.0,32.0,31.0,5.0,58.0,PM10,SEDANG,2
201811,2018-11-11,DKI1 (Bunderan HI),49.0,14.0,23.0,72.0,4.0,72.0,O3,SEDANG,2
201811,2018-11-12,DKI1 (Bunderan HI),59.0,16.0,20.0,65.0,3.0,65.0,O3,SEDANG,2
201811,2018-11-13,DKI1 (Bunderan HI),59.0,15.0,20.0,75.0,4.0,75.0,O3,SEDANG,2
201811,2018-11-14,DKI1 (Bunderan HI),37.0,15.0,18.0,32.0,2.0,37.0,PM10,BAIK,0
201811,2018-11-15,DKI1 (Bunderan HI),15.0,13.0,9.0,30.0,1.0,30.0,O3,BAIK,0
201811,2018-11-16,DKI1 (Bunderan HI),21.0,17.0,19.0,130.0,2.0,130.0,O3,TIDAK SEHAT,3
201811,2018-11-17,DKI1 (Bunderan HI),34.0,20.0,18.0,125.0,3.0,125.0,O3,TIDAK SEHAT,3
201811,2018-11-18,DKI1 (Bunderan HI),31.0,17.0,14.0,62.0,3.0,62.0,O3,SEDANG,2
201811,2018-11-19,DKI1 (Bunderan HI),53.0,16.0,18.0,43.0,3.0,53.0,PM10,SEDANG,2
201811,2018-11-20,DKI1 (Bunderan HI),41.0,15.0,17.0,61.0,3.0,61.0,O3,SEDANG,2
201811,2018-11-21,DKI1 (Bunderan HI),51.0,18.0,21.0,127.0,3.0,127.0,O3,TIDAK SEHAT,3
201811,2018-11-22,DKI1 (Bunderan HI),61.0,17.0,20.0,55.0,2.0,61.0,PM10,SEDANG,2
201811,2018-11-23,DKI1 (Bunderan HI),43.0,16.0,23.0,100.0,4.0,100.0,O3,SEDANG,2
201811,2018-11-24,DKI1 (Bunderan HI),61.0,16.0,38.0,61.0,4.0,61.0,PM10,SEDANG,2
201811,2018-11-25,DKI1 (Bunderan HI),54.0,12.0,19.0,71.0,2.0,71.0,O3,SEDANG,2
201811,2018-11-26,DKI1 (Bunderan HI),73.0,19.0,20.0,48.0,2.0,73.0,PM10,SEDANG,2
201811,2018-11-27,DKI1 (Bunderan HI),63.0,14.0,26.0,84.0,3.0,84.0,O3,SEDANG,2
201811,2018-11-28,DKI1 (Bunderan HI),51.0,15.0,20.0,62.0,3.0,62.0,O3,SEDANG,2
201811,2018-11-29,DKI1 (Bunderan HI),60.0,15.0,27.0,64.0,2.0,64.0,O3,SEDANG,2
201811,2018-11-30,DKI1 (Bunderan HI),53.0,14.0,20.0,73.0,3.0,73.0,O3,SEDANG,2
201811,2018-11-01,DKI2 (Kelapa Gading),71.0,22.0,22.0,95.0,16.0,95.0,O3,SEDANG,2
201811,2018-11-02,DKI2 (Kelapa Gading),50.0,14.0,16.0,79.0,13.0,79.0,O3,SEDANG,2
201811,2018-11-03,DKI2 (Kelapa Gading),76.0,29.0,23.0,173.0,14.0,173.0,O3,TIDAK SEHAT,3
201811,2018-11-04,DKI2 (Kelapa Gading),52.0,14.0,31.0,102.0,18.0,102.0,O3,TIDAK SEHAT,3
201811,2018-11-05,DKI2 (Kelapa Gading),55.0,12.0,23.0,96.0,17.0,96.0,O3,SEDANG,2
201811,2018-11-06,DKI2 (Kelapa Gading),53.0,19.0,16.0,122.0,12.0,122.0,O3,TIDAK SEHAT,3
201811,2018-11-07,DKI2 (Kelapa Gading),59.0,20.0,26.0,83.0,30.0,83.0,O3,SEDANG,2
201811,2018-11-08,DKI2 (Kelapa Gading),63.0,23.0,24.0,77.0,21.0,77.0,O3,SEDANG,2
201811,2018-11-09,DKI2 (Kelapa Gading),60.0,20.0,22.0,79.0,16.0,79.0,O3,SEDANG,2
201811,2018-11-10,DKI2 (Kelapa Gading),57.0,24.0,26.0,71.0,19.0,71.0,O3,SEDANG,2
201811,2018-11-11,DKI2 (Kelapa Gading),71.0,40.0,19.0,88.0,16.0,88.0,O3,SEDANG,2
201811,2018-11-12,DKI2 (Kelapa Gading),52.0,17.0,16.0,144.0,15.0,144.0,O3,TIDAK SEHAT,3
201811,2018-11-13,DKI2 (Kelapa Gading),56.0,15.0,15.0,129.0,23.0,129.0,O3,TIDAK SEHAT,3
201811,2018-11-14,DKI2 (Kelapa Gading),38.0,13.0,14.0,65.0,16.0,65.0,O3,SEDANG,2
201811,2018-11-15,DKI2 (Kelapa Gading),27.0,12.0,6.0,51.0,8.0,51.0,O3,SEDANG,2
201811,2018-11-16,DKI2 (Kelapa Gading),54.0,31.0,12.0,234.0,16.0,234.0,O3,SANGAT TIDAK SEHAT,1
201811,2018-11-17,DKI2 (Kelapa Gading),65.0,36.0,11.0,145.0,16.0,145.0,O3,TIDAK SEHAT,3
201811,2018-11-18,DKI2 (Kelapa Gading),59.0,28.0,15.0,118.0,16.0,118.0,O3,TIDAK SEHAT,3
201811,2018-11-19,DKI2 (Kelapa Gading),62.0,20.0,20.0,68.0,16.0,68.0,O3,SEDANG,2
201811,2018-11-20,DKI2 (Kelapa Gading),50.0,16.0,16.0,94.0,16.0,94.0,O3,SEDANG,2
201811,2018-11-21,DKI2 (Kelapa Gading),66.0,31.0,14.0,163.0,22.0,163.0,O3,TIDAK SEHAT,3
201811,2018-11-22,DKI2 (Kelapa Gading),59.0,18.0,17.0,129.0,20.0,129.0,O3,TIDAK SEHAT,3
201811,2018-11-23,DKI2 (Kelapa Gading),66.0,27.0,14.0,203.0,18.0,203.0,O3,SANGAT TIDAK SEHAT,1
201811,2018-11-24,DKI2 (Kelapa Gading),61.0,18.0,33.0,193.0,22.0,193.0,O3,TIDAK SEHAT,3
201811,2018-11-25,DKI2 (Kelapa Gading),56.0,25.0,16.0,73.0,15.0,73.0,O3,SEDANG,2
201811,2018-11-26,DKI2 (Kelapa Gading),68.0,19.0,22.0,67.0,20.0,68.0,PM10,SEDANG,2
201811,2018-11-27,DKI2 (Kelapa Gading),53.0,20.0,25.0,123.0,19.0,123.0,O3,TIDAK SEHAT,3
201812,2018-12-21,DKI5 (Kebon Jeruk) Jakarta Barat,27.0,16.0,9.0,43.0,6.0,43.0,O3,BAIK,0
201812,2018-12-22,DKI5 (Kebon Jeruk) Jakarta Barat,43.0,32.0,10.0,51.0,11.0,51.0,O3,SEDANG,2
201812,2018-12-23,DKI5 (Kebon Jeruk) Jakarta Barat,40.0,20.0,11.0,44.0,8.0,44.0,O3,BAIK,0
201812,2018-12-24,DKI5 (Kebon Jeruk) Jakarta Barat,13.0,14.0,7.0,19.0,2.0,19.0,O3,BAIK,0
201812,2018-12-25,DKI5 (Kebon Jeruk) Jakarta Barat,24.0,15.0,7.0,22.0,4.0,24.0,PM10,BAIK,0
201812,2018-12-26,DKI5 (Kebon Jeruk) Jakarta Barat,11.0,16.0,6.0,22.0,5.0,22.0,O3,BAIK,0
201812,2018-12-27,DKI5 (Kebon Jeruk) Jakarta Barat,6.0,2.0,8.0,48.0,7.0,48.0,O3,BAIK,0
201812,2018-12-28,DKI5 (Kebon Jeruk) Jakarta Barat,55.0,1.0,7.0,40.0,7.0,40.0,O3,BAIK,0
201812,2018-12-29,DKI5 (Kebon Jeruk) Jakarta Barat,55.0,19.0,6.0,49.0,7.0,49.0,O3,BAIK,0
201812,2018-12-30,DKI5 (Kebon Jeruk) Jakarta Barat,55.0,19.0,6.0,51.0,7.0,51.0,O3,SEDANG,2
201812,2018-12-31,DKI5 (Kebon Jeruk) Jakarta Barat,55.0,11.0,6.0,34.0,2.0,34.0,O3,BAIK,0
